date,state,price,is_anomaly
2022-01,Johor,8.78195640892579,0
2022-02,Johor,8.739575530586768,0
2022-03,Johor,8.730219451371571,0
2022-04,Johor,8.760144852560787,0
2022-05,Johor,8.817055393586006,0
2022-06,Johor,8.835821078431373,0
2022-07,Johor,8.656710920770877,0
2022-08,Johor,8.055337919870498,1
2022-09,Johor,8.58806241266884,0
2022-10,Johor,9.051965065502184,0
2022-11,Johor,9.291737413622904,0
2022-12,Johor,9.130725346373268,0
2023-01,Johor,9.006680429397193,0
2023-02,Johor,9.171894639556378,0
2023-03,Johor,9.304762940408876,0
2023-04,Johor,9.285740913327125,0
2023-05,Johor,9.327719738824712,0
2023-06,Johor,9.309083837510803,0
2023-07,Johor,8.91711203319502,0
2023-08,Johor,8.375497835497836,0
2023-09,Johor,8.26466049382716,0
2023-10,Johor,8.39524472741743,0
2023-11,Johor,8.094604904632153,1
2023-12,Johor,8.65306046013911,0
2024-01,Johor,8.750004078303427,0
2024-02,Johor,8.477517944843218,0
2024-03,Johor,8.562286836935165,0
2024-04,Johor,8.281905781584584,0
2024-05,Johor,8.885774843641418,0
2024-06,Johor,9.23453090096798,0
2024-07,Johor,8.33299336360461,0
