date,state,price,is_anomaly
2022-01,Pahang,8.754706778370146,0
2022-02,Pahang,8.820549898167007,0
2022-03,Pahang,8.750006934812761,0
2022-04,Pahang,8.815945512820514,0
2022-05,Pahang,8.885928143712576,0
2022-06,Pahang,8.896804326450347,0
2022-07,Pahang,8.65294558162756,0
2022-08,Pahang,8.024953139643861,1
2022-09,Pahang,8.7281805490926,0
2022-10,Pahang,9.193823210412148,0
2022-11,Pahang,9.386674220963174,0
2022-12,Pahang,9.135256797583082,0
2023-01,Pahang,9.06013068181818,0
2023-02,Pahang,9.252763677382967,0
2023-03,Pahang,9.368393731635653,0
2023-04,Pahang,9.365226438188497,0
2023-05,Pahang,9.376717811874585,0
2023-06,Pahang,9.355817174515236,0
2023-07,Pahang,9.004148706896553,0
2023-08,Pahang,8.60565734989648,0
2023-09,Pahang,8.496769740474875,0
2023-10,Pahang,8.5109796314258,0
2023-11,Pahang,8.305293800539083,1
2023-12,Pahang,8.88915542521994,0
2024-01,Pahang,8.898354603463991,0
2024-02,Pahang,8.710911051212937,0
2024-03,Pahang,8.80691658391261,0
2024-04,Pahang,8.565500226346762,0
2024-05,Pahang,9.067075471698113,0
2024-06,Pahang,9.370284403669723,0
2024-07,Pahang,8.563669097538742,0
