date,state,price,is_anomaly
2022-01,W.P. Labuan,5.982641509433963,0
2022-02,W.P. Labuan,6.241653543307086,0
2022-03,W.P. Labuan,5.987421875000001,0
2022-04,W.P. Labuan,5.5807782101167325,0
2022-05,W.P. Labuan,5.285714285714286,0
2022-06,W.P. Labuan,5.415953307392996,0
2022-07,W.P. Labuan,5.470153846153846,0
2022-08,W.P. Labuan,5.31572700296736,0
2022-09,W.P. Labuan,5.160582524271844,0
2022-10,W.P. Labuan,5.077572815533981,0
2022-11,W.P. Labuan,5.175857740585774,0
2022-12,W.P. Labuan,5.715,0
2023-01,W.P. Labuan,5.979679144385026,0
2023-02,W.P. Labuan,5.900651162790697,0
2023-03,W.P. Labuan,5.844814814814815,0
2023-04,W.P. Labuan,5.248291457286432,0
2023-05,W.P. Labuan,4.957469879518071,0
2023-06,W.P. Labuan,5.375153061224489,0
2023-07,W.P. Labuan,4.934498381877022,0
2023-08,W.P. Labuan,4.9342071197411,0
2023-09,W.P. Labuan,4.83908424908425,0
2023-10,W.P. Labuan,4.835543071161048,0
2023-11,W.P. Labuan,4.551207729468598,1
2023-12,W.P. Labuan,5.571578947368421,0
2024-01,W.P. Labuan,6.275488721804512,0
2024-02,W.P. Labuan,6.619746835443038,1
2024-03,W.P. Labuan,6.371974522292993,0
2024-04,W.P. Labuan,6.371428571428571,0
2024-05,W.P. Labuan,6.927088122605364,1
2024-06,W.P. Labuan,6.713846153846154,1
2024-07,W.P. Labuan,6.568421052631578,0
