date,state,price,is_anomaly
2022-01,Perak,3.800534100246508,0
2022-02,Perak,3.7582031842304775,0
2022-03,Perak,3.728056657223796,0
2022-04,Perak,3.502945859872611,0
2022-05,Perak,3.3064579710144923,0
2022-06,Perak,3.277661176470588,0
2022-07,Perak,3.2296959619952497,0
2022-08,Perak,3.2743605683836594,0
2022-09,Perak,3.234333181611288,0
2022-10,Perak,3.2976380670611443,0
2022-11,Perak,3.573726635514019,0
2022-12,Perak,3.942936221419976,0
2023-01,Perak,3.623279033105623,0
2023-02,Perak,3.336056485355649,0
2023-03,Perak,3.0871267252195733,0
2023-04,Perak,2.9213536463536465,0
2023-05,Perak,2.9223412073490813,0
2023-06,Perak,2.9098321995464853,0
2023-07,Perak,2.947037964121819,0
2023-08,Perak,3.0623832387603667,0
2023-09,Perak,3.593802030456853,0
2023-10,Perak,4.003279742765273,0
2023-11,Perak,4.278546861564919,0
2023-12,Perak,5.749914893617022,0
2024-01,Perak,7.672295964125561,1
2024-02,Perak,7.842646103896103,1
2024-03,Perak,8.138510638297872,1
2024-04,Perak,7.676279069767442,1
2024-05,Perak,7.132549800796813,1
2024-06,Perak,5.433381944444445,0
2024-07,Perak,5.358828729281769,0
