date,state,price,is_anomaly
2022-01,Melaka,3.614027149321267,0
2022-02,Melaka,3.7485714285714287,0
2022-03,Melaka,3.892895442359249,0
2022-04,Melaka,3.734027397260274,0
2022-05,Melaka,3.5557103064066853,0
2022-06,Melaka,3.473546910755149,0
2022-07,Melaka,3.376172566371682,0
2022-08,Melaka,3.3536550308008213,0
2022-09,Melaka,3.3684768211920533,0
2022-10,Melaka,3.412614379084967,0
2022-11,Melaka,3.630681818181819,0
2022-12,Melaka,3.9444389027431415,0
2023-01,Melaka,3.922935779816514,0
2023-02,Melaka,3.4929956896551726,0
2023-03,Melaka,3.1127200000000004,0
2023-04,Melaka,3.0982004555808658,0
2023-05,Melaka,3.128063781321184,0
2023-06,Melaka,3.04304535637149,0
2023-07,Melaka,2.9980961923847693,0
2023-08,Melaka,3.1115144766147,0
2023-09,Melaka,3.776180048661801,0
2023-10,Melaka,4.129543147208122,0
2023-11,Melaka,4.206842105263158,0
2023-12,Melaka,5.647236842105263,0
2024-01,Melaka,7.3161538461538465,1
2024-02,Melaka,7.770291262135924,1
2024-03,Melaka,7.84046511627907,1
2024-04,Melaka,6.756024096385542,1
2024-05,Melaka,6.118356164383561,0
2024-06,Melaka,5.715586592178772,0
2024-07,Melaka,5.6860556844547565,0
