date,state,price,is_anomaly
2022-01,Sabah,6.325281899109792,0
2022-02,Sabah,6.292482598607889,0
2022-03,Sabah,6.1405930470347645,0
2022-04,Sabah,5.7231250000000005,0
2022-05,Sabah,5.3363298791019,0
2022-06,Sabah,5.658342696629213,0
2022-07,Sabah,5.656815440289505,0
2022-08,Sabah,5.491024960169942,0
2022-09,Sabah,5.449744503862152,0
2022-10,Sabah,5.389454287739192,0
2022-11,Sabah,5.4659100642398295,0
2022-12,Sabah,5.574542372881355,0
2023-01,Sabah,5.799557774607703,0
2023-02,Sabah,5.962923416789397,0
2023-03,Sabah,5.87047619047619,0
2023-04,Sabah,5.4587916666666665,0
2023-05,Sabah,5.492749770852429,0
2023-06,Sabah,5.327978142076502,0
2023-07,Sabah,5.249096889952153,0
2023-08,Sabah,5.167800118273211,0
2023-09,Sabah,5.240937284631289,0
2023-10,Sabah,5.205053475935829,0
2023-11,Sabah,5.078912337662337,0
2023-12,Sabah,5.534078694817659,0
2024-01,Sabah,5.937860374919198,0
2024-02,Sabah,6.094231046931408,0
2024-03,Sabah,6.2847338247338245,0
2024-04,Sabah,6.073652875882947,0
2024-05,Sabah,6.6726434108527135,1
2024-06,Sabah,6.714911333847342,1
2024-07,Sabah,6.569540389972144,1
