date,state,price,is_anomaly
2022-01,Perlis,4.415714285714286,0
2022-02,Perlis,3.943108108108109,0
2022-03,Perlis,3.791739130434783,0
2022-04,Perlis,3.677864077669904,0
2022-05,Perlis,4.142320000000001,0
2022-06,Perlis,4.017983539094651,0
2022-07,Perlis,3.618638297872341,0
2022-08,Perlis,3.5419424460431657,0
2022-09,Perlis,3.6386619718309854,0
2022-10,Perlis,3.5514501510574017,0
2022-11,Perlis,3.9165448504983393,0
2022-12,Perlis,4.146071428571429,0
2023-01,Perlis,4.217966101694916,0
2023-02,Perlis,4.0577233429394814,0
2023-03,Perlis,3.725548387096776,0
2023-04,Perlis,3.5100510204081634,0
2023-05,Perlis,3.54225,0
2023-06,Perlis,3.5046924829157176,0
2023-07,Perlis,3.551645833333333,0
2023-08,Perlis,3.5936864406779665,0
2023-09,Perlis,3.9781632653061214,0
2023-10,Perlis,4.230794297352342,0
2023-11,Perlis,4.253070866141733,0
2023-12,Perlis,5.141847133757961,0
2024-01,Perlis,7.577669902912621,1
2024-02,Perlis,7.720000000000001,1
2024-03,Perlis,9.552459016393444,1
2024-04,Perlis,8.784761904761906,1
2024-05,Perlis,9.25,1
2024-06,Perlis,5.855263157894737,0
2024-07,Perlis,6.015581395348837,0
